,core_name,latitude,longitude,elevation,year,depth_to_550,depth_to_830,source,citation,region,FDM_point_index,FDM_latitude,FDM_longitude,FDM_rlat,FDM_rlon,FDM_depth_to_550,FDM_depth_to_830,Fit_R2,Fit_model,Fit_failed
140,D5,68.5,-42.9,2715.0,2003,11.6,65.85,"""PKM standardized cores""",,Greenland,13218,68.4596,-42.9445,219,161,7.58,43.34,0.983,Logarithmic,0.0
141,Das1,66.0056,-43.9878,,2003,10.9,69.75,"""PKM standardized cores""",,Greenland,6999,66.007,-43.9947,171,148,7.33,41.7,0.982,Logarithmic,0.0
142,Das2,67.5272,-36.0614,,2003,12.25,81.18,"""PKM standardized cores""",,Greenland,10602,67.5434,-36.0644,199,212,8.8,47.84,0.983,Logarithmic,0.0
143,Sandy,72.55,-38.3167,3281.0,2003,9.51,76.68,"""PKM standardized cores""",,Greenland,26280,72.5483,-38.3336,299,196,10.69,54.66,0.988,Logarithmic,0.0
144,ACT_1,66.0,-46.5511,,2004,4.85,,"""PKM standardized cores""",,Greenland,7199,65.9709,-46.5723,173,127,4.23,33.95,0.95,Logarithmic,0.0
145,ACT_2,66.0119,-45.1581,2419.0,2004,12.91,73.56,"""PKM standardized cores""",,Greenland,7211,66.0538,-45.118,173,139,6.07,39.94,0.971,Logarithmic,0.0
146,ACT_3,66.0,-43.6069,,2004,11.21,77.42,"""PKM standardized cores""",,Greenland,7002,66.0227,-43.6297,171,151,6.7,41.01,0.978,Logarithmic,0.0
147,T12_2004_Apr,70.176,-45.34,2348.0,2004,12.066,,SUMUP 2024,Morris and Wingham (2014),Greenland,19297,70.1775,-45.333,255,148,7.17,42.26,0.981,Logarithmic,0.0
148,T15_2004_Apr,70.303,-44.57,2491.0,2004,8.773,,SUMUP 2024,Morris and Wingham (2014),Greenland,19474,70.2581,-44.6186,256,153,7.53,43.43,0.982,Logarithmic,0.0
149,T19_2004_Apr,70.47,-43.56,2659.0,2004,10.572,,SUMUP 2024,Morris and Wingham (2014),Greenland,20180,70.5003,-43.4995,260,161,8.12,45.83,0.984,Logarithmic,0.0
150,T21_2004_May,70.544,-43.02,2737.0,2004,11.224,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.27,46.24,0.985,Logarithmic,0.0
151,T21_2004_May_a,70.544,-43.02,2737.0,2004,11.252,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.27,46.24,0.985,Logarithmic,0.0
152,T21_2004_Sep,70.544,-43.02,2737.0,2004,8.942,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.27,46.24,0.985,Logarithmic,0.0
153,T23_2004_May,70.625,-42.58,2794.0,2004,11.252,,SUMUP 2024,Morris and Wingham (2014),Greenland,20358,70.5778,-42.617,261,167,8.36,46.66,0.985,Logarithmic,0.0
154,T27_2004_May,70.775,-41.54,2913.0,2004,11.128,,SUMUP 2024,Morris and Wingham (2014),Greenland,20837,70.7541,-41.5978,264,174,8.81,48.41,0.987,Logarithmic,0.0
155,T31_2004_May,70.909,-40.64,3008.0,2004,12.415,,SUMUP 2024,Morris and Wingham (2014),Greenland,21141,70.8721,-40.7053,266,180,9.16,49.62,0.987,Logarithmic,0.0
156,T35_2004_May,70.976,-39.55,3096.0,2004,11.66,,SUMUP 2024,Morris and Wingham (2014),Greenland,21455,70.9892,-39.4955,268,188,9.57,51.15,0.987,Logarithmic,0.0
157,T41_2004_Aug,71.079,-37.92,3201.0,2004,11.125,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
158,T41_2004_Aug_b,71.079,-37.92,3201.0,2004,11.198,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
159,T41_2004_Aug_c,71.079,-37.92,3201.0,2004,12.256,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
160,T41_2004_May,71.079,-37.92,3201.0,2004,11.575,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
161,T41_2004_May_a,71.079,-37.92,3201.0,2004,11.326,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
162,T41_2004_May_c,71.079,-37.92,3201.0,2004,11.684,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.98,52.39,0.987,Logarithmic,0.0
163,,72.55,-38.1,3209.0,2005,0.64,,SUMUP 2024,Chellman et al. (2009),Greenland,26108,72.4989,-38.1651,298,197,10.65,54.72,0.989,Logarithmic,0.0
164,T05_2006_Aug,69.851,-47.25,1940.0,2006,7.886,8.705,SUMUP 2024,Morris and Wingham (2014),Greenland,18403,69.8284,-47.251,250,134,7.14,65.88,0.971,Power law,0.0
165,T09_2006_Aug,70.02,-46.31,2144.0,2006,6.526,,SUMUP 2024,Morris and Wingham (2014),Greenland,18943,70.0303,-46.3107,253,141,6.02,39.81,0.973,Logarithmic,0.0
166,T12_2006_May,70.176,-45.34,2348.0,2006,5.845,,SUMUP 2024,Morris and Wingham (2014),Greenland,19297,70.1775,-45.333,255,148,7.08,42.27,0.981,Logarithmic,0.0
167,T15_2006_Aug,70.303,-44.57,2491.0,2006,6.17,,SUMUP 2024,Morris and Wingham (2014),Greenland,19474,70.2581,-44.6186,256,153,7.53,43.53,0.984,Logarithmic,0.0
168,T15_2006_May,70.303,-44.57,2491.0,2006,7.396,,SUMUP 2024,Morris and Wingham (2014),Greenland,19474,70.2581,-44.6186,256,153,7.53,43.53,0.984,Logarithmic,0.0
169,T19_2006_Aug,70.47,-43.56,2659.0,2006,7.9,,SUMUP 2024,Morris and Wingham (2014),Greenland,20180,70.5003,-43.4995,260,161,8.2,45.87,0.985,Logarithmic,0.0
170,T19_2006_May,70.47,-43.56,2659.0,2006,9.08,,SUMUP 2024,Morris and Wingham (2014),Greenland,20180,70.5003,-43.4995,260,161,8.2,45.87,0.985,Logarithmic,0.0
171,T21_2006_Aug,70.544,-43.02,2737.0,2006,5.887,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.33,46.3,0.986,Logarithmic,0.0
172,T21_2006_Aug_a,70.544,-43.02,2737.0,2006,7.548,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.33,46.3,0.986,Logarithmic,0.0
173,T31_2006_May,70.909,-40.64,3008.0,2006,7.527,,SUMUP 2024,Morris and Wingham (2014),Greenland,21141,70.8721,-40.7053,266,180,9.11,49.61,0.988,Logarithmic,0.0
174,T35_2006_Jul,70.976,-39.55,3096.0,2006,7.103,,SUMUP 2024,Morris and Wingham (2014),Greenland,21455,70.9892,-39.4955,268,188,9.55,51.13,0.988,Logarithmic,0.0
175,T35_2006_May,70.976,-39.55,3096.0,2006,6.905,,SUMUP 2024,Morris and Wingham (2014),Greenland,21455,70.9892,-39.4955,268,188,9.55,51.13,0.988,Logarithmic,0.0
176,T41_2006_Jul,71.079,-37.92,3201.0,2006,9.259,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.92,52.36,0.988,Logarithmic,0.0
177,T41_2006_Jul_a,71.079,-37.92,3201.0,2006,8.408,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.92,52.36,0.988,Logarithmic,0.0
178,T41_2006_May,71.079,-37.92,3201.0,2006,8.555,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.92,52.36,0.988,Logarithmic,0.0
179,T41_2006_May_c,71.079,-37.92,3201.0,2006,9.014,,SUMUP 2024,Morris and Wingham (2014),Greenland,21617,71.0494,-37.9618,269,198,9.92,52.36,0.988,Logarithmic,0.0
180,,72.55,-38.309,3210.0,2006,8.504,,SUMUP 2024,Fain et al. (2009),Greenland,26280,72.5483,-38.3336,299,196,10.57,54.64,0.989,Logarithmic,0.0
181,CP_2007,69.9,-47.0,2000.0,2007,12.709,80.138,SUMUP 2024,Porter and Mosley-Thompson (2014),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
182,NEEM07S3,77.45,-51.06,2460.0,2007,15.205,76.728,SUMUP 2024,Steen-Larsen et al. (2011),Greenland,43942,77.4159,-51.0931,403,142,10.25,53.38,0.988,Logarithmic,0.0
185,T3-1,70.0,-47.670183,1819.0,2007,0.415,,"""PKM standardized cores""",,Greenland,19110,70.0092,-47.6338,254,132,3.2,34.5,0.924,Logarithmic,0.0
189,,69.801,-47.568,1845.0,2007,6.787,,SUMUP 2024,Harper et al. (2012),Greenland,18401,69.812,-47.5368,250,132,2.89,33.1,0.913,Logarithmic,0.0
190,,69.806,-47.542,1856.0,2007,2.009,,SUMUP 2024,Harper et al. (2012),Greenland,18401,69.812,-47.5368,250,132,2.89,33.1,0.913,Logarithmic,0.0
192,,69.82,-47.45,1877.0,2007,1.874,,SUMUP 2024,Harper et al. (2012),Greenland,18577,69.8696,-47.4177,251,133,3.55,35.34,0.933,Logarithmic,0.0
193,,69.848,-47.274,1932.0,2007,4.009,,SUMUP 2024,Harper et al. (2012),Greenland,18403,69.8284,-47.251,250,134,6.39,66.54,0.954,Logarithmic,0.0
194,,69.876,-47.01,1997.0,2007,6.64,,SUMUP 2024,Harper et al. (2012),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
195,,69.876,-47.01,1997.0,2007,9.473,,SUMUP 2024,Harper et al. (2012),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
196,,69.876,-47.01,1997.0,2007,8.993,,SUMUP 2024,Harper et al. (2012),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
197,,69.876,-47.01,1997.0,2007,5.607,,SUMUP 2024,Harper et al. (2012),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
198,,69.876,-47.01,1997.0,2007,9.339,,SUMUP 2024,Harper et al. (2012),Greenland,18580,69.8936,-46.9875,251,136,4.61,37.54,0.955,Logarithmic,0.0
199,,72.594,-38.625,3210.0,2007,16.585,,SUMUP 2024,Adolph et al. (2014),Greenland,26448,72.5966,-38.6702,300,194,10.49,54.35,0.99,Logarithmic,0.0
214,2009S2_Keegan,77.45,-51.06,2460.0,2009,13.82,65.28,SUMUP 2024,Baker et al. (2009),Greenland,43942,77.4159,-51.0931,403,142,9.92,53.11,0.988,Logarithmic,0.0
215,NEEM2009S2_Baker,77.45,-51.06,,2009,18.456,,SUMUP 2024,Baker et al. (2009),Greenland,43942,77.4159,-51.0931,403,142,9.92,53.11,0.988,Logarithmic,0.0
216,,72.55,-38.1,3209.0,2009,0.785,,SUMUP 2024,Chellman et al. (2009),Greenland,26108,72.4989,-38.1651,298,197,10.58,54.71,0.99,Logarithmic,0.0
218,ACT10A,65.697,-41.481,,2010,7.288,40.096,SUMUP 2024,Miège et al. (2013),Greenland,6218,65.6954,-41.4877,163,168,2.67,26.39,0.949,Logarithmic,0.0
219,ACT10B,65.775,-41.867,,2010,10.508,,SUMUP 2024,Miège et al. (2013),Greenland,6410,65.7847,-41.8667,165,165,7.93,88.13,0.968,Logarithmic,0.0
220,ACT10C,66.0,-42.783,,2010,9.098,,SUMUP 2024,Miège et al. (2013),Greenland,6905,66.006,-42.7654,170,158,5.55,37.8,0.981,Logarithmic,0.0
221,ACT10_A,66.0,-41.4667,1825.0,2010,5.07,,"""PKM standardized cores""",,Greenland,6916,66.0479,-41.4228,170,169,4.09,32.75,0.964,Logarithmic,0.0
222,T21_2010_Jul,70.544,-43.02,2737.0,2010,4.909,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.22,46.32,0.986,Logarithmic,0.0
223,T21_2010_Jun,70.544,-43.02,2737.0,2010,3.579,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,8.22,46.32,0.986,Logarithmic,0.0
224,T27_2010_Jun,70.775,-41.54,2913.0,2010,4.594,,SUMUP 2024,Morris and Wingham (2014),Greenland,20837,70.7541,-41.5978,264,174,8.67,48.36,0.987,Logarithmic,0.0
225,T31_2010_Jun,70.909,-40.64,3008.0,2010,5.874,,SUMUP 2024,Morris and Wingham (2014),Greenland,21141,70.8721,-40.7053,266,180,9.04,49.65,0.988,Logarithmic,0.0
228,ACT11B,66.217,-39.566,,2011,3.209,58.646,SUMUP 2024,Miège et al. (2013),Greenland,7143,66.1852,-39.5947,172,184,2.05,22.14,0.936,Logarithmic,0.0
229,ACT11C,66.291,-40.746,,2011,3.486,,SUMUP 2024,Miège et al. (2013),Greenland,7471,66.3152,-40.7219,175,175,4.32,32.03,0.972,Logarithmic,0.0
230,ACT11D,66.479,-46.31,,2011,6.19,54.187,SUMUP 2024,Miège et al. (2013),Greenland,8455,66.4949,-46.2676,183,131,3.13,34.28,0.937,Logarithmic,0.0
234,GrIT_20110430,77.265,-58.528,,2011,5.34,,SUMUP 2024,Hawley et al. (2014),Greenland,45355,77.2985,-58.5237,410,110,8.51,49.67,0.987,Logarithmic,0.0
235,GrIT_20110508,76.5,-43.732,2803.0,2011,8.694,,SUMUP 2024,Hawley et al. (2014),Greenland,39922,76.5252,-43.7142,380,172,11.05,55.91,0.989,Logarithmic,0.0
236,GrIT_20110512,74.422,-39.294,,2011,1.899,,SUMUP 2024,Hawley et al. (2014),Greenland,32229,74.3923,-39.3571,336,191,10.85,55.21,0.989,Logarithmic,0.0
237,GrIT_20110528,77.371,-55.927,,2011,7.796,,SUMUP 2024,Hawley et al. (2014),Greenland,44743,77.3331,-55.9453,407,121,8.9,50.49,0.988,Logarithmic,0.0
238,NEEM2011S1,77.45,-51.06,2460.0,2011,15.035,73.613,SUMUP 2024,Sigl et al. (2013),Greenland,43942,77.4159,-51.0931,403,142,9.95,53.22,0.988,Logarithmic,0.0
240,T21_2011_Aug,70.544,-43.02,2737.0,2011,3.698,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,7.79,45.9,0.986,Logarithmic,0.0
241,T21_2011_Jul,70.544,-43.02,2737.0,2011,3.291,,SUMUP 2024,Morris and Wingham (2014),Greenland,20183,70.5147,-43.0522,260,164,7.79,45.9,0.986,Logarithmic,0.0
242,T23_2011_Jul,70.625,-42.58,2794.0,2011,2.517,,SUMUP 2024,Morris and Wingham (2014),Greenland,20358,70.5778,-42.617,261,167,7.92,46.29,0.987,Logarithmic,0.0
243,T27_2011_Jul,70.775,-41.54,2913.0,2011,3.682,,SUMUP 2024,Morris and Wingham (2014),Greenland,20837,70.7541,-41.5978,264,174,8.34,48.0,0.988,Logarithmic,0.0
244,T31_2011_Jul,70.909,-40.64,3008.0,2011,4.606,,SUMUP 2024,Morris and Wingham (2014),Greenland,21141,70.8721,-40.7053,266,180,8.74,49.36,0.988,Logarithmic,0.0
245,EastGRIP,75.623,-35.96,2702.0,2012,18.366,65.329,SUMUP 2024,Vallelonga et al. (2014),Greenland,36444,75.5947,-35.8951,360,209,10.89,56.24,0.985,Logarithmic,0.0
246,NG2012,75.017,-42.533,2917.0,2012,16.166,,SUMUP 2024,Freitag et al. (2021)               ,Greenland,34450,74.9958,-42.5203,349,175,10.31,54.48,0.989,Logarithmic,0.0
247,,72.55,-38.1,3209.0,2012,0.52,,SUMUP 2024,Chellman et al. (2009),Greenland,26108,72.4989,-38.1651,298,197,10.34,54.65,0.99,Logarithmic,0.0
253,,72.55,-38.1,3209.0,2013,0.502,,SUMUP 2024,Chellman et al. (2009),Greenland,26108,72.4989,-38.1651,298,197,10.28,54.59,0.99,Logarithmic,0.0
260,,66.985,-45.755,2142.0,2013,8.478,5.262,SUMUP 2024,Machguth et al. (2016),Greenland,9632,66.9757,-45.8049,192,136,2.46,36.26,0.917,Power law,0.0
261,,66.983,-45.045,2266.0,2013,7.445,5.186,SUMUP 2024,Machguth et al. (2016),Greenland,9512,66.9654,-45.0306,191,142,3.82,39.44,0.953,Power law,0.0
262,,66.985,-44.394,2361.0,2013,6.145,2.815,SUMUP 2024,Machguth et al. (2016),Greenland,9517,66.9953,-44.3981,191,147,5.24,40.64,0.966,Logarithmic,0.0
263,,73.873,-41.8,,2013,1.662,,SUMUP 2024,Polashenski et al. (2015),Greenland,30576,73.857,-41.8174,326,177,10.12,53.79,0.989,Logarithmic,0.0
264,,77.058,-49.6,,2013,0.623,,SUMUP 2024,Polashenski et al. (2015),Greenland,42455,77.0779,-49.6065,395,147,10.03,53.91,0.987,Logarithmic,0.0
265,,77.042,-54.517,,2013,1.619,,SUMUP 2024,Polashenski et al. (2015),Greenland,43152,77.0085,-54.5629,399,125,8.34,49.6,0.986,Logarithmic,0.0
266,,77.217,-61.022,,2013,1.663,,SUMUP 2024,Polashenski et al. (2015),Greenland,45756,77.1935,-60.9966,412,99,7.57,47.65,0.978,Logarithmic,0.0
267,,78.0,-58.0,,2013,1.337,,SUMUP 2024,Polashenski et al. (2015),Greenland,47932,78.0279,-58.0252,423,117,8.71,50.76,0.979,Logarithmic,0.0
271,,77.444,-51.069,2450.0,2015,1.762,,SUMUP 2024,Schaller et al. (2016),Greenland,43942,77.4159,-51.0931,403,142,9.54,53.05,0.988,Logarithmic,0.0
272,,77.367,-50.11,2501.0,2015,1.746,,SUMUP 2024,Schaller et al. (2016),Greenland,43550,77.3613,-50.104,401,146,9.81,53.56,0.988,Logarithmic,0.0
273,,77.254,-49.231,2552.0,2015,1.698,,SUMUP 2024,Schaller et al. (2016),Greenland,42814,77.1955,-49.2569,397,149,9.91,53.99,0.988,Logarithmic,0.0
274,,77.12,-48.171,2596.0,2015,1.717,,SUMUP 2024,Schaller et al. (2016),Greenland,42640,77.1925,-48.1116,396,154,10.27,54.8,0.988,Logarithmic,0.0
275,,76.982,-47.138,2652.0,2015,1.477,,SUMUP 2024,Schaller et al. (2016),Greenland,41950,77.0287,-47.0813,392,158,10.48,55.07,0.988,Logarithmic,0.0
276,,76.325,-43.061,2782.0,2015,1.503,,SUMUP 2024,Schaller et al. (2016),Greenland,39238,76.3407,-42.9967,376,175,10.78,55.76,0.989,Logarithmic,0.0
277,,76.178,-41.16,2766.0,2015,1.123,,SUMUP 2024,Schaller et al. (2016),Greenland,38364,76.122,-41.2449,371,183,10.9,56.22,0.989,Logarithmic,0.0
278,,76.105,-40.299,2757.0,2015,1.199,,SUMUP 2024,Schaller et al. (2016),Greenland,38550,76.1853,-40.2158,372,188,11.21,56.65,0.988,Logarithmic,0.0
279,,75.935,-38.469,2725.0,2015,1.47,,SUMUP 2024,Schaller et al. (2016),Greenland,37488,75.8979,-38.5237,366,196,10.89,56.19,0.988,Logarithmic,0.0
280,,75.858,-37.697,2708.0,2015,1.419,,SUMUP 2024,Schaller et al. (2016),Greenland,37315,75.8499,-37.7041,365,200,10.84,55.8,0.987,Logarithmic,0.0
281,,75.706,-36.544,2670.0,2015,1.605,,SUMUP 2024,Schaller et al. (2016),Greenland,36789,75.6979,-36.4901,362,206,10.76,55.92,0.987,Logarithmic,0.0
282,,75.629,-35.986,2663.0,2015,1.174,,SUMUP 2024,Schaller et al. (2016),Greenland,36269,75.5447,-35.9005,359,209,10.91,56.12,0.988,Logarithmic,0.0
284,,65.999,-44.502,2464.0,2015,10.212,4.681,SUMUP 2024,Machguth et al. (2016),Greenland,6995,65.9847,-44.4807,171,144,6.03,40.12,0.977,Logarithmic,0.0
286,,66.994,-44.385,2355.0,2015,9.962,,SUMUP 2024,MacFerrin et al. (2022),Greenland,9517,66.9953,-44.3981,191,147,5.69,40.16,0.973,Logarithmic,0.0
287,,66.478,-42.496,2376.0,2015,5.472,,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.22,39.0,0.984,Logarithmic,0.0
288,,66.478,-42.497,2378.0,2015,1.501,,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.22,39.0,0.984,Logarithmic,0.0
289,,66.478,-42.496,2368.0,2015,6.355,,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.22,39.0,0.984,Logarithmic,0.0
290,,66.478,-42.496,2384.0,2015,8.288,9.613,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.22,39.0,0.984,Logarithmic,0.0
291,,65.999,-44.502,2451.0,2015,5.899,11.345,SUMUP 2024,MacFerrin et al. (2022),Greenland,6995,65.9847,-44.4807,171,144,6.03,40.12,0.977,Logarithmic,0.0
292,,65.999,-44.502,2453.0,2015,7.395,5.418,SUMUP 2024,MacFerrin et al. (2022),Greenland,6995,65.9847,-44.4807,171,144,6.03,40.12,0.977,Logarithmic,0.0
294,,69.876,-47.029,1942.0,2015,3.605,4.678,SUMUP 2024,MacFerrin et al. (2022),Greenland,18580,69.8936,-46.9875,251,136,3.13,35.11,0.928,Logarithmic,0.0
295,,69.877,-47.029,1942.0,2015,5.755,3.805,SUMUP 2024,MacFerrin et al. (2022),Greenland,18580,69.8936,-46.9875,251,136,3.13,35.11,0.928,Logarithmic,0.0
296,,75.625,-35.979,2661.0,2015,10.555,,SUMUP 2024,MacFerrin et al. (2022),Greenland,36269,75.5447,-35.9005,359,209,10.91,56.12,0.988,Logarithmic,0.0
297,,72.577,-38.47,3203.0,2015,12.455,,SUMUP 2024,MacFerrin et al. (2022),Greenland,26279,72.5475,-38.5003,299,195,10.21,54.37,0.99,Logarithmic,0.0
298,,72.577,-38.469,3203.0,2015,12.355,,SUMUP 2024,MacFerrin et al. (2022),Greenland,26279,72.5475,-38.5003,299,195,10.21,54.37,0.99,Logarithmic,0.0
302,,68.892,-43.502,,2015,12.248,68.837,SUMUP 2024,Trusel et al. (2018),Greenland,14632,68.8934,-43.4717,228,158,6.3,41.55,0.979,Logarithmic,0.0
306,EastGRIP Main Core,75.63,-36.0,2704.0,2016,18.124,62.299,SUMUP 2024,Rasmussen et al. (2023),Greenland,36791,75.6959,-36.0862,362,208,10.83,56.22,0.988,Logarithmic,0.0
309,,66.985,-44.395,2314.0,2016,13.455,,SUMUP 2024,MacFerrin et al. (2022),Greenland,9517,66.9953,-44.3981,191,147,5.73,40.0,0.975,Logarithmic,0.0
310,,66.478,-42.496,2372.0,2016,12.705,,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.28,39.03,0.985,Logarithmic,0.0
311,,65.999,-44.502,2453.0,2016,15.955,,SUMUP 2024,MacFerrin et al. (2022),Greenland,6995,65.9847,-44.4807,171,144,6.06,40.08,0.979,Logarithmic,0.0
312,,72.578,-38.469,3209.0,2016,15.755,,SUMUP 2024,MacFerrin et al. (2022),Greenland,26279,72.5475,-38.5003,299,195,10.24,54.42,0.99,Logarithmic,0.0
313,,75.626,-35.978,2664.0,2016,14.96,,SUMUP 2024,MacFerrin et al. (2022),Greenland,36269,75.5447,-35.9005,359,209,11.03,56.26,0.988,Logarithmic,0.0
314,,69.876,-47.031,1936.0,2016,9.707,6.719,SUMUP 2024,MacFerrin et al. (2022),Greenland,18580,69.8936,-46.9875,251,136,2.68,35.72,0.934,Power law,0.0
321,,75.63,-35.98,2663.0,2016,1.718,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
322,,75.63,-35.98,2663.0,2016,1.634,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
323,,75.63,-35.98,2663.0,2016,1.712,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
324,,75.63,-35.98,2663.0,2016,1.713,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
325,,75.63,-35.98,2663.0,2016,2.095,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
326,,75.63,-35.98,2663.0,2016,2.163,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
327,,75.63,-35.98,2663.0,2016,1.788,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
328,,75.63,-35.98,2663.0,2016,3.002,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
329,,75.63,-35.98,2663.0,2016,1.635,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
330,,75.63,-35.98,2663.0,2016,1.914,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
331,,75.63,-35.98,2663.0,2016,1.674,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
332,,75.63,-35.98,2663.0,2016,1.942,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
333,,75.63,-35.98,2663.0,2016,1.668,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
334,,75.63,-35.98,2663.0,2016,1.931,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
335,,75.63,-35.98,2663.0,2016,1.902,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
336,,75.63,-35.98,2663.0,2016,1.785,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
337,,75.63,-35.98,2663.0,2016,1.622,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
338,,75.63,-35.98,2663.0,2016,1.696,,SUMUP 2024,Schaller et al. (2017),Greenland,36444,75.5947,-35.8951,360,209,11.16,56.46,0.987,Logarithmic,0.0
343,,69.851,-47.253,,2016,1.397,0.768,SUMUP 2024,Otosaka et al. (2020),Greenland,18403,69.8284,-47.251,250,134,3.61,65.37,0.923,Logarithmic,0.0
344,,66.984,-45.753,,2016,7.739,18.733,SUMUP 2024,Graeter et al. (2018),Greenland,9632,66.9757,-45.8049,192,136,3.01,34.1,0.926,Logarithmic,0.0
345,,67.499,-44.999,,2016,6.301,7.59,SUMUP 2024,Graeter et al. (2018),Greenland,10926,67.5235,-44.9517,202,144,4.24,37.31,0.953,Logarithmic,0.0
346,,67.831,-45.094,,2016,6.22,5.048,SUMUP 2024,Graeter et al. (2018),Greenland,11837,67.8708,-45.0667,209,144,3.89,36.71,0.944,Logarithmic,0.0
347,,68.419,-44.911,,2016,8.812,9.118,SUMUP 2024,Graeter et al. (2018),Greenland,13203,68.3794,-44.9682,219,146,3.87,36.77,0.945,Logarithmic,0.0
